BST,ORDENADA,10000,0.012638,0.029809
BST,ALEATORIA,10000,0.017649,0.023993
AVL,ORDENADA,10000,0.012001,0.031100
AVL,ALEATORIA,10000,0.012034,0.029651
BST,ORDENADA,10000,0.017580,0.023693
BST,ALEATORIA,10000,0.018668,0.024002
AVL,ORDENADA,10000,0.020656,0.024283
AVL,ALEATORIA,10000,0.018747,0.023306
